V1	V2	V3
Emi_NH3_Was	Emissions|NH3|Waste	Mt NH3/yr
Emi_NH3_Was_Bio_Tre	Emissions|NH3|Waste|Biological Treatment	Mt NH3/yr
Emi_NH3_Was_Inc	Emissions|NH3|Waste|Incineration	Mt NH3/yr
Emi_NH3_Was_Oth	Emissions|NH3|Waste|Other	Mt NH3/yr
Emi_NH3_Was_Sol_Was_Dis	Emissions|NH3|Waste|Solid Waste Disposal	Mt NH3/yr
Emi_NH3_Was_Was_Tre	Emissions|NH3|Waste|Wastewater Treatment	Mt NH3/yr
Emi_NOx	Emissions|NOx	Mt NOx/yr
Emi_NOx_AFO	Emissions|NOx|AFOLU	Mt NOx/yr
Emi_NOx_AFO_Agg___Agr_and_Bio_Bur	Emissions|NOx|AFOLU|Aggregate - Agriculture and Biomass Burning	Mt NOx/yr
Emi_NOx_AFO_Agr	Emissions|NOx|AFOLU|Agriculture	Mt NOx/yr
Emi_NOx_AFO_Agr_Liv	Emissions|NOx|AFOLU|Agriculture|Livestock	Mt NOx/yr
Emi_NOx_AFO_Agr_Liv_Ent_Fer	Emissions|NOx|AFOLU|Agriculture|Livestock|Enteric Fermentation	Mt NOx/yr
Emi_NOx_AFO_Agr_Liv_Man_Man	Emissions|NOx|AFOLU|Agriculture|Livestock|Manure Management	Mt NOx/yr
Emi_NOx_AFO_Agr_Man_Soi	Emissions|NOx|AFOLU|Agriculture|Managed Soils	Mt NOx/yr
Emi_NOx_AFO_Agr_Oth	Emissions|NOx|AFOLU|Agriculture|Other	Mt NOx/yr
Emi_NOx_AFO_Agr_Ric	Emissions|NOx|AFOLU|Agriculture|Rice	Mt NOx/yr
Emi_NOx_AFO_Bio_Bur	Emissions|NOx|AFOLU|Biomass Burning	Mt NOx/yr
Emi_NOx_AFO_Lan	Emissions|NOx|AFOLU|Land	Mt NOx/yr
Emi_NOx_AFO_Lan_Cro	Emissions|NOx|AFOLU|Land|Cropland	Mt NOx/yr
Emi_NOx_AFO_Lan_Frs	Emissions|NOx|AFOLU|Land|Forest	Mt NOx/yr
Emi_NOx_AFO_Lan_Frs_Bur	Emissions|NOx|AFOLU|Land|Forest Burning	Mt NOx/yr
Emi_NOx_AFO_Lan_Gra_Bur	Emissions|NOx|AFOLU|Land|Grassland Burning	Mt NOx/yr
Emi_NOx_AFO_Lan_Gra_Pst	Emissions|NOx|AFOLU|Land|Grassland Pastures	Mt NOx/yr
Emi_NOx_AFO_Lan_Oth_Lan	Emissions|NOx|AFOLU|Land|Other Land	Mt NOx/yr
Emi_NOx_AFO_Lan_Set	Emissions|NOx|AFOLU|Land|Settlements	Mt NOx/yr
Emi_NOx_AFO_Lan_Wet	Emissions|NOx|AFOLU|Land|Wetlands	Mt NOx/yr
Emi_NOx_Ene	Emissions|NOx|Energy	Mt NOx/yr
Emi_NOx_Ene_Com	Emissions|NOx|Energy|Combustion	Mt NOx/yr
Emi_NOx_Ene_Dem	Emissions|NOx|Energy|Demand	Mt NOx/yr
Emi_NOx_Ene_Dem_AFO	Emissions|NOx|Energy|Demand|AFOFI	Mt NOx/yr
Emi_NOx_Ene_Dem_Com	Emissions|NOx|Energy|Demand|Commercial	Mt NOx/yr
Emi_NOx_Ene_Dem_Ind	Emissions|NOx|Energy|Demand|Industry	Mt NOx/yr
Emi_NOx_Ene_Dem_Ind_Che	Emissions|NOx|Energy|Demand|Industry|Chemicals	Mt NOx/yr
Emi_NOx_Ene_Dem_Ind_Con	Emissions|NOx|Energy|Demand|Industry|Construction	Mt NOx/yr
Emi_NOx_Ene_Dem_Ind_Foo_and_Tob	Emissions|NOx|Energy|Demand|Industry|Food and Tobacco	Mt NOx/yr
Emi_NOx_Ene_Dem_Ind_Iro_and_Ste	Emissions|NOx|Energy|Demand|Industry|Iron and Steel	Mt NOx/yr
Emi_NOx_Ene_Dem_Ind_Mac	Emissions|NOx|Energy|Demand|Industry|Machinery	Mt NOx/yr
Emi_NOx_Ene_Dem_Ind_Min	Emissions|NOx|Energy|Demand|Industry|Mining	Mt NOx/yr
Emi_NOx_Ene_Dem_Ind_Non_Met	Emissions|NOx|Energy|Demand|Industry|Non-Ferrous Metals	Mt NOx/yr
Emi_NOx_Ene_Dem_Ind_Non_Min	Emissions|NOx|Energy|Demand|Industry|Non-Metallic Minerals	Mt NOx/yr
Emi_NOx_Ene_Dem_Ind_Oth	Emissions|NOx|Energy|Demand|Industry|Other	Mt NOx/yr
Emi_NOx_Ene_Dem_Ind_Pul_and_Pap	Emissions|NOx|Energy|Demand|Industry|Pulp and Paper	Mt NOx/yr
Emi_NOx_Ene_Dem_Ind_Tex	Emissions|NOx|Energy|Demand|Industry|Textile	Mt NOx/yr
Emi_NOx_Ene_Dem_Ind_Tra_Equ	Emissions|NOx|Energy|Demand|Industry|Transport Equipment	Mt NOx/yr
Emi_NOx_Ene_Dem_Ind_Woo_Pro	Emissions|NOx|Energy|Demand|Industry|Wood Products	Mt NOx/yr
Emi_NOx_Ene_Dem_Oth_Sec	Emissions|NOx|Energy|Demand|Other Sector	Mt NOx/yr
Emi_NOx_Ene_Dem_Res	Emissions|NOx|Energy|Demand|Residential	Mt NOx/yr
Emi_NOx_Ene_Dem_Agg___Res_and_Com	Emissions|NOx|Energy|Demand|Aggregate - Residential and Commercial	Mt NOx/yr
Emi_NOx_Ene_Dem_Res_and_Com_and_AFO	Emissions|NOx|Energy|Demand|Residential and Commercial and AFOFI	Mt NOx/yr
Emi_NOx_Ene_Dem_Tra	Emissions|NOx|Energy|Demand|Transportation	Mt NOx/yr
Emi_NOx_Ene_Dem_Tra_Avi	Emissions|NOx|Energy|Demand|Transportation|Aviation	Mt NOx/yr
Emi_NOx_Ene_Dem_Tra_Avi_Dom	Emissions|NOx|Energy|Demand|Transportation|Aviation|Domestic	Mt NOx/yr
